Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,BinaryLabel
0.0,-1.1702408572834524,-0.8366442064317341,-0.7956490877694535,-0.43919839138579914,-0.562583272461234,-1.024980147114249,-1.2520253861514021,-1.0045366695385054,-1.3023537530089189,-0.540737415878855,-1.1726039399558574,-0.5555604558078387,-0.4825099089990667,-0.3950221541139095,-0.10834120072182878,0.5090661826414706,0.9682379648520626,0.44828787431883477,-0.10545451114822504,-2.159665255923767,-0.333962482286639,-0.6686469903819418,-0.9181964777637568,-0.18515124028861377,-1.0315686472931613,2.8735563714148458,1.652647874997973,0.5107671595600133,1.2512299081143976,-0.8345229603962803,0.0,0.0,0.0,-0.8404866834745021,-0.8454146317390906,-0.1073523566696188,-0.8449001291750935,-1.2520253861514021,-0.7020946399642263,-0.7580770251443091,-0.7644065011459564,-0.6097602502431326,0.0,-0.8345229603962803,0.0,2.405351177211819,-2.405351177211819,-0.10314212462587932,0.0,0.0,1.010582305279823,-0.7579241467767673,-1.0045366695385054,-0.5555604558078387,-0.8404866834745021,0.0,0.0,0.0,0.0,0.0,0.0,-0.8366442064317341,-0.43919839138579914,-0.7956490877694535,-0.562583272461234,1.5683645914932782,-0.8525546898430688,-0.4911385896356087,-0.6103679378930736,-0.41731116730126383,-0.31055090266762864,-0.4201866485764526,-0.3663902175232652,-0.7753895421676896,-0.6331371228734525,-0.9009819291415246,-0.6096988731170965,Infiltration,1
0.0,-2.2869382792781634,-0.8385874011869888,-0.799909611598482,-0.4393885583120845,-0.562671422584888,-1.0726108893166884,0.7987058497862394,-1.1205693330928101,-1.5458308869578954,-0.5826984540706963,-1.1726039399558574,-0.5849934654815921,-0.5859156840843114,-0.30467388377877713,-0.011791306107152897,-0.3550853199326594,-0.6376592957340457,-0.9621234230040193,-0.03824749186848655,-2.166073120187394,-0.3402515988929316,-0.6808093674803385,-0.924802626853895,-0.18500742706880152,-2.066784283350384,-0.6945485150621342,-0.709175310502964,-0.8951638520253719,-0.8973793380552512,-0.8345229603962803,0.0,0.0,0.0,-0.842280853213661,-0.8493630427962094,-0.010798642452965416,-0.8568123292309067,0.7987058497862394,-0.7459423972507937,-0.8046810417834008,-0.8454575254735813,-0.6121051808466668,0.0,-0.8345229603962803,0.0,-0.41573970964154894,0.41573970964154905,-0.10314212462587932,0.0,0.0,-0.98952850725316,-0.8049753678635246,-1.1205693330928101,-0.5849934654815921,-0.842280853213661,0.0,0.0,0.0,0.0,0.0,0.0,-0.8385874011869888,-0.4393885583120845,-0.799909611598482,-0.562671422584888,-0.4472624953103989,-1.0266364957946341,-0.49336606414302675,-0.6103679378930736,-0.41731116730126383,-0.31055090266762864,-0.4201866485764526,-0.3663902175232652,-0.7753895421676896,-0.6331371228734525,-0.9009819291415246,-0.6096988731170965,Infiltration,1
0.0,0.8538469431924606,2.73753868006683,3.1233227476318572,3.7857048300028775,-0.5525520307265112,-0.37840650871101955,-1.2520253861514021,1.5604165433687793,-0.2664372282090893,-0.540737415878855,-1.1726039399558574,-0.5813241493600388,-0.5825235548479663,-0.02521868637295648,-0.0993411357462257,-0.35329557834237124,-0.6241983584450753,-0.6484200911274242,-0.10632776577154998,0.862667864343607,-0.33825159565089735,-0.6605282990250553,-0.6123314269977579,-0.1851629801432923,0.8424868250071512,-0.6854650916805214,-0.6894153451060523,-0.582404683508122,1.2042855044165732,-0.8345229603962803,0.0,0.0,0.0,1.9095768222695886,2.456294553751612,-0.10285245677563107,3.043358250738216,-1.2520253861514021,-0.5329195764103054,-0.4063357157694323,-0.5372616986710808,-0.5781999671107705,0.0,-0.8345229603962803,0.0,2.405351177211819,-2.405351177211819,-0.10314212462587932,0.0,0.0,1.010582305279823,-0.41105653451303087,1.5604165433687793,-0.5813241493600388,1.9095768222695886,0.0,0.0,0.0,0.0,0.0,0.0,2.73753868006683,3.7857048300028775,3.1233227476318572,-0.5525520307265112,1.5683645914932782,1.4672745938158345,3.6059295210086053,-0.6103679378930736,-0.27083631105450967,-0.14228106489426845,-0.26104712923862233,-0.28021619497595673,-0.4784941040548735,-0.4651100314492814,-0.5920812359078922,-0.3558699276257428,Infiltration,1
0.0,-2.1559778179132043,-0.8301668905808849,-0.789258302025911,-0.4394062482587157,-0.5626441596600466,-1.0758957680892705,-1.2520253861514021,-1.1519295124318114,-1.5458308869578954,-0.581755509392228,0.8528028654224417,-0.5813522684085505,-0.5859156840843114,-0.3949018831584635,-0.10777894368870285,-0.32052160296469234,-0.6087535802536377,-0.945113414272611,-0.09645327118472183,-2.039806255579969,-0.3041650423288769,-0.6508615451344772,-0.9078422000991425,-0.1851348449743213,-1.9454525499221118,-0.5450633460030352,-0.6799833333350658,-0.8781226749736963,2.1070624986055013,-0.8345229603962803,0.0,0.0,0.0,-0.8318148630685676,-0.8403893813027576,-0.10707010849917879,-0.6029654709461891,-1.2520253861514021,-0.7459423972507937,-0.809491778985557,-0.8422657367913838,-0.6121015443663624,0.0,-0.8345229603962803,0.0,2.405351177211819,-2.405351177211819,-0.10314212462587932,0.0,0.0,1.010582305279823,-0.8143008351067851,-1.1519295124318114,-0.5813522684085505,-0.8318148630685676,0.0,0.0,0.0,0.0,0.0,0.0,-0.8301668905808849,-0.4394062482587157,-0.789258302025911,-0.5626441596600466,1.5683645914932782,-1.0258796183774535,-0.49410855564549944,0.9155519068396109,-0.41731116730126383,-0.31055090266762864,-0.4201866485764526,-0.3663902175232652,-0.7753895421676896,-0.6331371228734525,-0.9009819291415246,-0.6096988731170965,Infiltration,1
0.0,0.8533574887478564,1.9945905519744318,2.306012259763238,2.982828912199385,-0.5547215537011174,-0.3789539885064499,0.7987058497862394,1.6208449548385233,0.10049106877990589,-0.581755509392228,0.8528028654224417,-0.5813522684085505,-0.5859156840843114,-0.09557715399446066,-0.10121730508287236,-0.3527178711498625,-0.6352073944636782,-0.9234995560764053,-0.10639493920411344,0.862667864343607,-0.33767365389808496,-0.6778001371870659,-0.8852302084077035,-0.18520325998951698,0.8424868250071512,-0.6830776155272085,-0.7063542140675871,-0.8565817560336912,1.005674565695009,-0.8345229603962803,0.0,0.0,0.0,1.337635379864384,1.7673566486943384,-0.1037888108288286,2.2313333689455925,0.7987058497862394,-0.5330875754803688,-0.397235933543992,-0.5088807654626711,-0.5716679665197796,0.0,-0.8345229603962803,0.0,-0.41573970964154894,0.41573970964154905,-0.10314212462587932,0.0,0.0,-0.98952850725316,-0.4019414628664325,1.6208449548385233,-0.5813522684085505,1.337635379864384,0.0,0.0,0.0,0.0,0.0,0.0,1.9945905519744318,2.982828912199385,2.306012259763238,-0.5547215537011174,0.3245014856391254,1.4672745938158345,2.754291767672449,-0.6103679378930736,-0.41731116730126383,-0.31055090266762864,-0.4201866485764526,-0.3663902175232652,-0.7753895421676896,-0.6331371228734525,-0.9009819291415246,-0.6096988731170965,Infiltration,1
0.0,0.8534018561088706,1.3611090617613844,1.6129670502412814,1.9867905704809787,-0.5564182163904178,-0.44465156395809047,-1.2520253861514021,1.3796097361968553,0.3466456573290987,-0.540737415878855,-1.1726039399558574,-0.5813067266556369,-0.5815902959635516,-0.18251848025824965,-0.10281389508484036,-0.35191873190440387,-0.6230188077322821,-0.636658061613961,-0.10646211263667689,0.862667864343607,-0.33687207537403563,-0.6588444692971692,-0.6006153983107263,-0.18516075361912915,0.8424868250071512,-0.6797796771684197,-0.6877498025288004,-0.5706805783802611,1.0092856736717648,-0.8345229603962803,0.0,0.0,0.0,0.8505182956827467,1.1838293539801454,-0.10458784040606008,1.5422207821845664,-1.2520253861514021,-0.5532474638879861,-0.4331299420151692,-0.5096900955560378,-0.5718622027816915,0.0,-0.8345229603962803,0.0,2.405351177211819,-2.405351177211819,-0.10314212462587932,0.0,0.0,1.010582305279823,-0.43784501455109426,1.3796097361968553,-0.5813067266556369,0.8505182956827467,0.0,0.0,0.0,0.0,0.0,0.0,1.3611090617613844,1.9867905704809787,1.6129670502412814,-0.5564182163904178,1.5683645914932782,1.9842218697502654,2.0281350782541736,-0.6103679378930736,-0.29630157668457,-0.31055090266762864,-0.3374584965933655,-0.1930841530417491,-0.4186423307546161,-0.6331371228734525,-0.5805017697687869,-0.24739145173981286,Infiltration,1
0.0,0.8538995558152561,1.6299176695716244,1.9062331071394045,2.1441382232788153,-0.5557448221468336,-0.3800489480973106,0.7987058497862394,1.2503920918764595,9.165343455095977e-06,-0.581755509392228,0.8528028654224417,-0.5813522684085505,-0.5859156840843114,-0.16864985679676245,-0.10213837604872292,-0.35230685920100524,-0.6348311264545472,-0.9341937134003424,-0.10639493920411344,0.862667864343607,-0.3372619234594841,-0.6774173533461472,-0.8963298708107927,-0.18520346240080454,0.8424868250071512,-0.6813821257925419,-0.7059732344915296,-0.8672425263577899,0.9767857018809634,-0.8345229603962803,0.0,0.0,0.0,1.0570471678792583,1.4305452206401137,-0.10424929892343093,1.8333779154360104,0.7987058497862394,-0.5334235736204958,-0.4522888700329458,-0.5457960240412985,-0.5800517234165624,0.0,-0.8345229603962803,0.0,-0.41573970964154894,0.41573970964154905,-0.10314212462587932,0.0,0.0,-0.98952850725316,-0.4570221330869603,1.2503920918764595,-0.5813522684085505,1.0570471678792583,0.0,0.0,0.0,0.0,0.0,0.0,1.6299176695716244,2.1441382232788153,1.9062331071394045,-0.5557448221468336,0.3245014856391254,1.4672745938158345,2.3362690517803335,-0.6103679378930736,-0.41731116730126383,-0.31055090266762864,-0.4201866485764526,-0.3663902175232652,-0.7753895421676896,-0.6331371228734525,-0.9009819291415246,-0.6096988731170965,Infiltration,1
0.0,-0.23918998029609692,-0.8087917482730828,-0.7629850717469023,-0.42165438681430983,-0.5624939106520314,-0.27657526676097666,-1.2520253861514021,0.15931798618018006,1.1030980766428669,-0.540737415878855,-1.1726039399558574,-0.5781545504657329,-0.550908989451635,-0.3927059109381532,-0.10824117791596498,-0.1953591854095703,-0.20102921297795906,0.019156344307732394,-0.10639493920411344,-0.1923614261801897,-0.17146699952943095,-0.017138878988403224,0.05254264824917689,-0.185212469703101,-0.1709092777373904,-0.05308015405960121,-0.08615609901900075,0.08301928103521448,-0.8937682300784954,-0.8345229603962803,0.0,0.0,0.0,-0.8190563227012154,-0.8178954031591718,-0.10730370742386061,-0.8005118091455019,-1.2520253861514021,-0.5016717493784987,-0.6197722998114625,-0.5156847994146715,-0.573286350305288,0.0,-0.8345229603962803,0.0,2.405351177211819,-2.405351177211819,-0.10314212462587932,0.0,0.0,1.010582305279823,-0.6226935681485929,0.15931798618018006,-0.5781545504657329,-0.8190563227012154,0.0,0.0,0.0,0.0,0.0,0.0,-0.8087917482730828,-0.42165438681430983,-0.7629850717469023,-0.5624939106520314,1.5683645914932782,-0.6186795679342267,-0.45921145502928373,-0.6103679378930736,-0.12008104015976105,0.31560028284001995,0.32857366070281563,-0.36574880493835654,-0.2795908982804908,0.3076363559877067,0.06513346675356449,-0.400032868044649,Infiltration,1
0.0,0.8167166447595757,1.5780991427648312,1.8501362100571968,2.2543819706844332,-0.5558884068843319,-0.3800489480973106,0.7987058497862394,1.4065825564085968,0.14335496245391238,-0.581755509392228,0.8528028654224417,-0.5813522684085505,-0.5859156840843114,-0.15634114545188502,-0.10219520672821883,-0.3522774753442116,-0.6352395333298964,-0.946688393519772,-0.10626059233898652,0.8374279291636119,-0.33723224435201626,-0.6782470249616118,-0.9088414801681476,-0.18520386722337967,0.8182428991041717,-0.6812599809110343,-0.7067479805881112,-0.8796943997366479,1.0851189411836348,-0.8345229603962803,0.0,0.0,0.0,1.0171767292312832,1.3832839367746008,-0.10427811484897553,1.809172519054273,0.7987058497862394,-0.5334235736204958,-0.4291237867998331,-0.5230488743320655,-0.5750007006130886,0.0,-0.8345229603962803,0.0,-0.41573970964154894,0.41573970964154905,-0.10314212462587932,0.0,0.0,-0.98952850725316,-0.43384134278443603,1.4065825564085968,-0.5813522684085505,1.0171767292312832,0.0,0.0,0.0,0.0,0.0,0.0,1.5780991427648312,2.2543819706844332,1.8501362100571968,-0.5558884068843319,0.49795156757019654,1.9842218697502654,2.2768697315825195,-0.6103679378930736,-0.41731116730126383,-0.31055090266762864,-0.4201866485764526,-0.3663902175232652,-0.7753895421676896,-0.6331371228734525,-0.9009819291415246,-0.6096988731170965,Infiltration,1
0.0,0.8538727783460422,0.6188086652540712,0.7977868242871765,0.9305444954032946,-0.5585819838586685,-0.37950146830188025,0.7987058497862394,1.004913704030775,0.3648512371487126,-0.581755509392228,0.8528028654224417,-0.5813522684085505,-0.5859156840843114,-0.27488228907228457,-0.10468872793957394,-0.3500943647576593,-0.5803012224769928,0.04576915237043642,-0.10639493920411344,0.862667864343607,-0.33504580072789003,-0.5940479062202367,0.07904875087530532,-0.18520143828792893,0.8424868250071512,-0.672243639177648,-0.6246810221099885,0.10954628125380665,0.8215080588804679,-0.8345229603962803,0.0,0.0,0.0,0.27907523376064197,0.496686181221562,-0.1055243432577441,0.7314793674429875,0.7987058497862394,-0.5332555745504323,-0.4887452062972116,-0.5350745477695112,-0.5777170342589366,0.0,-0.8345229603962803,0.0,-0.41573970964154894,0.41573970964154905,-0.10314212462587932,0.0,0.0,-0.98952850725316,-0.4934718955727209,1.004913704030775,-0.5813522684085505,0.27907523376064197,0.0,0.0,0.0,0.0,0.0,0.0,0.6188086652540712,0.9305444954032946,0.7977868242871765,-0.5585819838586685,0.3245014856391254,1.4672745938158345,1.1772398164204896,-0.6103679378930736,4.617641830531727,1.9965355031799927,3.8348243648762272,5.141643123875758,-0.06814735897565594,0.7964696342194856,0.09133320630326182,-0.2986742880837184,Infiltration,1
